text,label,answer
"কোন ব্যাক্তির মাসিক আয় ৬৮০ টাকা হলে তার বাৎসরিক আয় কত হবে?","multiply","৮১৬০"
"এক ব্যক্তির মাসের খরচ মুদিখানাতে ৪৭০.৫০ টাকা, ধোপাকে ১০০.২৫ টাকা, বাজারে ৩০০.১২ টাকা, কাগজে ৫০.০৫ টাকা। ঐ ব্যাক্তির মাসিক মোট খরচ কত?","add","৯২০.৯২"
"আরুণ বাবুর কাছে ৭০ টাকা আছে। তিনি ১০০ টাকায় একটি গাছ কিনলেন। তাকে কত ধার করতে?","subtract","৩০"
"তোমার বিজ্ঞান বই ৯৬৭ টি লাইন আছে। একটি পাতায় ১৪ টি লাইন থাকলে বইটিতে কত পাতা আছে?","subtract","৯৫৩"
"তুমি ২০০ টাকা নিয়ে বাজারে গেলে ৮০.২৫ টাকায় মাছ  কিনলে এখন তোমার কাছে আর কত টাকা আছে?","subtract","১১৯.৭৫"
"গতবছর বিদ্যালয়ের ২৩৪ জন ছাত্র-ছাত্রী ছিল এবছর ১১৯ জন ছাত্র-ছাত্রী বর্তমান কতজন ছাত্র-ছাত্রী কমেছে?","subtract","১১৫"
"গোপালের বয়স ১৯ বছর গোপালের দাদার বয়স ১৫ বছর হলে দুজনের মোট বয়স কত হবে?","add","৩৪"
"১১১ টি কমলালেবু কে সমান ভাগে ১১ জনকে দিলে প্রত্যেককে কটি করে লেবু পাবে?","divide","১১"
"আমলা ২০ টি লেবু, কাকলি ১৫ টি লেবু, কমলা ২৮ টি লেবু কিনল তিনজনে মোট কয়টি লেবু কিনলো?","add","৬৩"
"প্রতি শ্রেণীতে ৭৭ জন ছাত্রী হিসেবে বিদ্যালয় ৫ টি শ্রেণি আছে।  বিদ্যালয়ে সেদিন কত জন ছাত্রী অনুপস্থিত ছিল?","subtract","৩৮৫"
"একটি গাছে ২৮ টি পাখি ছিল। তার মধ্যে ১৩ টি পাখি উড়ে গেল এখন গাছে কয়টি পাখি রইল?","subtract","১৫"
"রামের ৪৪৯ টাকা ছিল। রাম ২০০ টাকা খরচ করল। রামের কত টাকা থাকলো?","subtract","২৪৯"
"তোমার ২৯৫ টি মার্বেল আছে। তোমার দিদি তোমাকে আরো ৬৫ টি মার্বেল দিল। তোমার মোট কতগুলি মার্বেল হল?","add","৩৬০"
"আয়ানদের স্কুলে ৫৫০ ছাত্র-ছাত্রী আছে। প্রত্যেককে ১০ টি করে কমলালেবু দিতে মোট কতগুলি কমলালেবু লাগবে?","multiply","৫৫০০"
"বাপনের কাছে ৬০ পয়সা আছে। পিনাকীর কাছে ৮০ পয়সা আছে। বাপন এর থেকে পিনাকীর কত পয়সা বেশি আছে?","subtract","২০"
"স্কুলের পাঁচিল গাঁথার জন্য ৮০০৮ টি ইট আনা হয়েছে । ২৮৬৩ টি ইট গাঁথা হয়ে গ্যাছে। আর কতগুলি ইট আছে?","subtract","৫১৪৫"
"বিনামূল্য ১২৮০ টি বই সব ছাত্রছাত্রীর মধ্যে সমান ভাগে ভাগ করে দেওয়া হলো। প্রত্যেকে ৫ টি করে বই পেলো। মোট কতজন ছাত্রছাত্রী ছিল?","divide","২৫০"
"১০৪ টি সাদা কাগজ নিয়ে ৮ টি খাতা তৈরী করা হয়েছে। প্রত্যেকটি খাতাতে কয়টি সাদা কাগজ আছে?","divide","১৩"
"করবাবু বছরে ৬৫৪০০ টাকা আয় করেন। বাড়িভাড়া থেকে আরও ২০৪০০ আয় করেন। তিনি মোট কত টাকা আয় করেন?","add","৮৫৪০০"
"মুর্শিদাবাদের একটি ইটভাটাতে প্রথম দিনে ৪২২৪ টি ইট তৈরী হলো। দ্বিতীয় দিনে আরো ৪০৪০০ টি ইট তৈরী হলো। দুদিনে মোট কতগুলি ইট তৈরী হলো?","add","৪৪৬২৪"
"ভীমবাবু অবসরের সময় অফিস থেকে কিছু টাকা পেয়েছিলেন। তার থেকে তিনি স্ত্রীকে ৬০৬৫০ টাকা দিলেন। বাকি ১০৩৫০ টাকা তিনি গ্রামের বিদ্যালয়ে দান করলেন। তিনি মোট কত টাকা পেয়েছিলেন?","add","৭১০০০"
"কমলবাবুর বছরে আয় ৭২২৫০ টাকা। তাঁর বছরে ব্যয় ৫০৮৩০ টাকা। তাঁর বছরে সঞ্চয় কত?","subtract","২১৪২০"
