"একটি ঝুড়িতে ১৪টি আম আছে। ৬টি ঝুড়িতে মোট কতটি আম?",multiply,৮৪
"রাহিমের কাছে ৮০ টাকা ছিল। সে ২০ টাকা খরচ করল এবং ১০ টাকা পেল। এখন কত টাকা আছে?",multi_step,৭০
"১০টি বই আছে। আরও ২০টি কিনা হলো। এখন কতটি বই?",add,৩০
"৭২টি ক্যান্ডি ৮ জনের মধ্যে ভাগ হলো। প্রত্যেকে কয়টি পেল?",divide,৯
"একজন কৃষক প্রতিদিন ৫ লিটার দুধ বিক্রি করে। ১২ দিনে মোট কত লিটার বিক্রি হবে?",multiply,৬০
"৫০টি আমের মধ্যে ২০টি খাওয়া হলো। এখন কতটি আছে?",subtract,৩০
"একটি ক্লাসে ৩০ জন ছাত্র আছে। তাদের মধ্যে ১৫ জন মেয়েশিক্ষার্থী। ছেলেশিক্ষার্থী কতজন?",subtract,১৫
"একটি কলমের দাম ১০ টাকা। ৯টি কলমের দাম কত?",multiply,৯০
"২০ টাকা থেকে ১০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,১০
"মিতা প্রতিদিন ২ ঘণ্টা গান শেখে। ১৫ দিনে মোট কত ঘণ্টা শিখবে?",multiply,৩০
"রুবি ১২টি আপেল কিনল। পরে আরও ৮টি কিনল। মোট কতটি?",add,২০
"একটি দোকানে ৫০টি কমলালেবু আছে। ৩০টি বিক্রি হলো। এখন কতটি আছে?",subtract,২০
"৮ জন ছাত্র ৬৪টি ক্যান্ডি ভাগ করল। প্রত্যেকে কয়টি পেল?",divide,৮
"একজন শ্রমিক প্রতিদিন ৫০০ টাকা পায়। ১০ দিনে মোট কত টাকা পাবে?",multiply,৫০০০
"একটি ঝুড়িতে ২০টি কলা আছে। ১০টি ঝুড়িতে মোট কতটি কলা?",multiply,২০০
"৪০ টাকা থেকে ২০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,২০
"রাহিম ৬০ টাকা দিয়ে ৩টি খেলনা কিনল। প্রতিটির দাম কত?",divide,২০
"সুমন প্রতিদিন ৩ কিমি দৌড়ায়। ২০ দিনে মোট কত কিমি দৌড়াবে?",multiply,৬০
"২৫০ টাকা থেকে ১০০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,১৫০
"৫টি ঝুড়িতে প্রতিটিতে ৮টি আপেল আছে। মোট কতটি আপেল?",multiply,৪০
"রুবি ১২টি ক্যান্ডি খেল। পরে আরও ৮টি খেল। মোট কতটি খেল?",add,২০
"৮০টি বই ৮ জনের মধ্যে ভাগ হলো। প্রত্যেকে কয়টি বই পেল?",divide,১০
"১৫০ টাকা থেকে ৫০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,১০০
"একটি স্কুলে ২৪০ জন ছাত্র আছে। তাদেরকে ১২টি ক্লাসে ভাগ করা হলো। প্রতিটি ক্লাসে কয়জন?",divide,২০
"একটি বাসে ৪০ জন যাত্রী উঠল। পরে আরও ২০ জন উঠল। মোট কতজন উঠল?",add,৬০
"মিতা ১২টি পেন্সিল কিনল। তার ভাইকে ৪টি দিল। এখন কতটি আছে?",subtract,৮
"৩০০ টাকা থেকে ২০০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,১০০
"একটি বাক্সে ৫০টি চকলেট আছে। ৫টি বাক্সে মোট কতটি চকলেট?",multiply,২৫০
"১০০ টাকা থেকে ২৫ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,৭৫
"৮টি খাতার দাম ৮০ টাকা। প্রতিটির দাম কত?",divide,১০
"একটি দোকানে ১৮০টি পেন্সিল আছে। তার মধ্যে ৬০টি বিক্রি হলো। এখন কতটি বাকি?",subtract,১২০
"১০০০ টাকা থেকে ৫০০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,৫০০
"রাহিম ২০টি কলম কিনল। পরে ১০টি তার ভাইকে দিল। এখন কতটি আছে?",subtract,১০
"একজন ছাত্র প্রতিদিন ৪ ঘণ্টা পড়ে। ৫ দিনে মোট কত ঘণ্টা পড়বে?",multiply,২০
"৬০০ টাকা থেকে ৪০০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,২০০
"একটি ক্লাসে ৫০ জন ছাত্র আছে। তাদের মধ্যে ৩০ জন ছেলে। মেয়েশিক্ষার্থী কয়জন?",subtract,২০
"৫টি ঝুড়িতে প্রতিটিতে ৬টি করে কমলালেবু আছে। মোট কতটি?",multiply,৩০
"২০০ টাকা থেকে ৮০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,১২০
"রুবি ৫টি বই কিনল। পরে আরও ৭টি কিনল। মোট কতটি?",add,১২
"একজন কৃষক প্রতিদিন ১০টি ডিম পায়। ১৫ দিনে মোট কতটি ডিম হবে?",multiply,১৫০
"৯০টি ক্যান্ডি ৯ জন ছাত্রের মধ্যে ভাগ হলো। প্রত্যেকে কয়টি পেল?",divide,১০
"রাহিম ৫০ টাকা দিয়ে ৫টি কলম কিনল। প্রতিটির দাম কত?",divide,১০
"একটি দোকানে ২৫০টি আপেল আছে। ৫০টি বিক্রি হলো। এখন কতটি আছে?",subtract,২০০
"৪০০ টাকা থেকে ২৫০ টাকা খরচ হলো। এখন কত টাকা আছে?",subtract,১৫০
